filename,start,end,bands,status,size_bytes
ranchi_2020_01.tif,2020-01-01,2020-01-31,"B02,B03,B04,B08",ok,69358983
ranchi_2020_06.tif,2020-06-01,2020-06-30,"B02,B03,B04,B08",ok,70646352
ranchi_2021_06.tif,2021-06-01,2021-06-30,"B02,B03,B04,B08",ok,70364936
ranchi_2022_12.tif,2022-12-01,2022-12-31,"B02,B03,B04,B08",ok,70611580
ranchi_2023_06.tif,2023-06-01,2023-06-30,"B02,B03,B04,B08",ok,71196038
ranchi_2024_12.tif,2024-12-01,2024-12-31,"B02,B03,B04,B08",ok,70282097
